date,engine,device,visits,conversions,revenue,cost,conversion_rate,EPV,CPV,profit_per_visit,roas
2026-04-13,Organic,tablet,31,11,304.3943,27.9648,0.3548,9.8192,0.9021,8.9171,10.885
2026-04-13,Social,desktop,65,15,493.6936,221.2384,0.2308,7.5953,3.4037,4.1916,2.232
2026-04-13,Social,mobile,104,27,594.0744,408.8473,0.2596,5.7123,3.9312,1.7811,1.453
2026-04-13,Social,tablet,16,4,22.720599999999997,45.5159,0.25,1.42,2.8447,-1.4247,0.499
2026-04-14,Bing,desktop,128,51,1133.5048,588.6360999999999,0.3984,8.8555,4.5987,4.2568,1.926
2026-04-14,Bing,mobile,204,70,1591.6347,1075.3904,0.3431,7.8021,5.2715,2.5306,1.48
2026-04-14,Bing,tablet,29,9,212.9839,125.0959,0.3103,7.3443,4.3137,3.0306,1.703
2026-04-14,Google,desktop,344,152,4136.1818,2294.2317,0.4419,12.0238,6.6693,5.3545,1.803
2026-04-14,Google,mobile,552,224,7691.9407,3632.6806,0.4058,13.9347,6.5809,7.3538,2.117
2026-04-14,Google,tablet,79,41,861.2483,503.4406,0.519,10.9019,6.3727,4.5292,1.711
2026-04-14,Organic,desktop,146,62,2740.5944,182.7857,0.4247,18.7712,1.252,17.5192,14.993
2026-04-14,Organic,mobile,249,85,1334.0686,266.8868,0.3414,5.3577,1.0718,4.2859,4.999
2026-04-14,Organic,tablet,24,13,151.5475,20.7775,0.5417,6.3145,0.8657,5.4488,7.294
2026-04-14,Social,desktop,50,23,613.4606,183.2796,0.46,12.2692,3.6656,8.6036,3.347
2026-04-14,Social,mobile,119,40,782.2565999999999,404.2172,0.3361,6.5736,3.3968,3.1768,1.935
2026-04-14,Social,tablet,19,6,68.08539999999999,68.7313,0.3158,3.5834,3.6174,-0.034,0.991
2026-04-15,Bing,desktop,115,49,1305.8854,545.6109,0.4261,11.3555,4.7444,6.6111,2.393
2026-04-15,Bing,mobile,199,91,1459.5375,987.9773,0.4573,7.3344,4.9647,2.3697,1.477
2026-04-15,Bing,tablet,24,6,97.7917,124.46,0.25,4.0747,5.1858,-1.1111,0.786
2026-04-15,Google,desktop,330,133,3243.0595,2033.4309,0.403,9.8275,6.1619,3.6656,1.595
2026-04-15,Google,mobile,578,260,5859.1428,3959.0962,0.4498,10.1369,6.8496,3.2873,1.48
2026-04-15,Google,tablet,80,44,1284.4564,542.1606,0.55,16.0557,6.777,9.2787,2.369
2026-04-15,Organic,desktop,149,62,1338.8926000000001,170.2913,0.4161,8.9859,1.1429,7.843,7.862
2026-04-15,Organic,mobile,264,110,1615.3929,245.3389,0.4167,6.1189,0.9293,5.1896,6.584
2026-04-15,Organic,tablet,30,15,298.8066,21.1743,0.5,9.9602,0.7058,9.2544,14.112
2026-04-15,Social,desktop,69,20,528.9807,282.6462,0.2899,7.6664,4.0963,3.5701,1.872
2026-04-15,Social,mobile,111,34,1371.1023,522.8004999999999,0.3063,12.3523,4.7099,7.6424,2.623
2026-04-15,Social,tablet,22,6,53.9307,75.0566,0.2727,2.4514,3.4117,-0.9603,0.719
2026-04-16,Bing,desktop,118,48,1193.2427,593.7424,0.4068,10.1122,5.0317,5.0805,2.01
2026-04-16,Bing,mobile,211,68,1440.5358,995.0491,0.3223,6.8272,4.7159,2.1113,1.448
2026-04-16,Bing,tablet,27,9,127.2059,98.198,0.3333,4.7113,3.637,1.0743,1.295
2026-04-16,Google,desktop,367,151,3588.8044,2165.223,0.4114,9.7788,5.8998,3.879,1.657
2026-04-16,Google,mobile,539,226,4854.6496,3036.9795,0.4193,9.0068,5.6345,3.3723,1.599
2026-04-16,Google,tablet,110,57,1123.3735000000001,643.6173,0.5182,10.2125,5.8511,4.3614,1.745
2026-04-16,Organic,desktop,131,63,1602.1143,142.0628,0.4809,12.2299,1.0844,11.1455,11.278
2026-04-16,Organic,mobile,241,99,1496.2053,248.5867,0.4108,6.2083,1.0315,5.1768,6.019
2026-04-16,Organic,tablet,36,12,262.2,30.7306,0.3333,7.2833,0.8536,6.4297,8.532
2026-04-16,Social,desktop,71,25,366.24559999999997,255.7205,0.3521,5.1584,3.6017,1.5567,1.432
2026-04-16,Social,mobile,122,35,837.4173000000001,491.5785,0.2869,6.8641,4.0293,2.8348,1.704
2026-04-16,Social,tablet,15,3,117.64460000000001,63.184400000000004,0.2,7.843,4.2123,3.6307,1.862
2026-04-17,Bing,desktop,106,35,673.7299,645.169,0.3302,6.3559,6.0865,0.2694,1.044
2026-04-17,Bing,mobile,218,63,1201.4122,998.0441,0.289,5.5111,4.5782,0.9329,1.204
2026-04-17,Bing,tablet,24,9,218.5294,134.1881,0.375,9.1054,5.5912,3.5142,1.629
2026-04-17,Google,desktop,334,154,4092.1861,2325.7007,0.4611,12.2521,6.9632,5.2889,1.76
2026-04-17,Google,mobile,597,255,5128.1913,3984.5741,0.4271,8.5899,6.6743,1.9156,1.287
2026-04-17,Google,tablet,87,33,564.5157,605.4098,0.3793,6.4887,6.9587,-0.47,0.932
2026-04-17,Organic,desktop,145,63,1726.8195,164.3337,0.4345,11.9091,1.1333,10.7758,10.508
2026-04-17,Organic,mobile,247,102,2539.1507,314.3438,0.413,10.28,1.2726,9.0074,8.078
2026-04-17,Organic,tablet,47,18,881.2603,46.7063,0.383,18.7502,0.9938,17.7564,18.868
2026-04-17,Social,desktop,73,21,360.1441,329.1871,0.2877,4.9335,4.5094,0.4241,1.094
2026-04-17,Social,mobile,131,42,730.1433,486.5282,0.3206,5.5736,3.714,1.8596,1.501
2026-04-17,Social,tablet,14,6,489.747,34.9481,0.4286,34.9819,2.4963,32.4856,14.014
2026-04-18,Bing,desktop,124,40,300.59680000000003,286.5167,0.3226,2.4242,2.3106,0.1136,1.049
2026-04-18,Bing,mobile,214,83,863.5514000000001,491.6294,0.3879,4.0353,2.2973,1.738,1.757
2026-04-18,Bing,tablet,25,7,36.8093,55.0694,0.28,1.4724,2.2028,-0.7304,0.668
2026-04-18,Google,desktop,346,166,1863.9217,1000.0259,0.4798,5.3871,2.8902,2.4969,1.864
2026-04-18,Google,mobile,584,261,3262.1817,2000.0918,0.4469,5.5859,3.4248,2.1611,1.631
2026-04-18,Google,tablet,75,36,349.4046,263.68510000000003,0.48,4.6587,3.5158,1.1429,1.325
2026-04-18,Organic,desktop,154,56,505.988,74.3921,0.3636,3.2856,0.4831,2.8025,6.802
2026-04-18,Organic,mobile,246,101,1174.6756,128.2375,0.4106,4.7751,0.5213,4.2538,9.16
2026-04-18,Organic,tablet,28,14,61.882799999999996,9.901200000000001,0.5,2.2101,0.3536,1.8565,6.25
2026-04-18,Social,desktop,76,23,161.2159,103.0335,0.3026,2.1213,1.3557,0.7656,1.565
2026-04-18,Social,mobile,106,33,280.5532,214.4081,0.3113,2.6467,2.0227,0.624,1.309
2026-04-18,Social,tablet,22,5,38.273799999999994,30.436,0.2273,1.7397,1.3835,0.3562,1.258
2026-04-19,Bing,desktop,116,34,263.3088,270.6884,0.2931,2.2699,2.3335,-0.0636,0.973
2026-04-19,Bing,mobile,217,73,756.5606,501.7193,0.3364,3.4865,2.3121,1.1744,1.508
2026-04-19,Bing,tablet,19,5,46.703199999999995,33.3216,0.2632,2.4581,1.7538,0.7043,1.402
2026-04-19,Google,desktop,342,153,2131.9491,1156.4422,0.4474,6.2338,3.3814,2.8524,1.844
2026-04-19,Google,mobile,546,241,3118.3372,1822.423,0.4414,5.7112,3.3378,2.3734,1.711
2026-04-19,Google,tablet,80,35,540.1184999999999,271.5674,0.4375,6.7515,3.3946,3.3569,1.989
2026-04-19,Organic,desktop,141,54,821.8554,74.3979,0.383,5.8288,0.5276,5.3012,11.047
2026-04-19,Organic,mobile,275,115,1359.6619,134.9843,0.4182,4.9442,0.4909,4.4533,10.073
2026-04-19,Organic,tablet,43,17,111.5403,26.5724,0.3953,2.594,0.618,1.976,4.198
2026-04-19,Social,desktop,76,20,132.8107,148.386,0.2632,1.7475,1.9524,-0.2049,0.895
2026-04-19,Social,mobile,100,34,646.7802,181.07920000000001,0.34,6.4678,1.8108,4.657,3.572
2026-04-19,Social,tablet,15,4,75.6912,39.734300000000005,0.2667,5.0461,2.649,2.3971,1.905
2026-04-20,Bing,desktop,136,52,1470.1174,581.3852,0.3824,10.8097,4.2749,6.5348,2.529
2026-04-20,Bing,mobile,213,76,1845.3309,1161.466,0.3568,8.6635,5.4529,3.2106,1.589
2026-04-20,Bing,tablet,29,16,270.2187,143.5817,0.5517,9.3179,4.9511,4.3668,1.882
2026-04-20,Google,desktop,326,134,2742.7082,2170.5936,0.411,8.4132,6.6583,1.7549,1.264
2026-04-20,Google,mobile,560,261,5274.8279,3845.7472,0.4661,9.4193,6.8674,2.5519,1.372
2026-04-20,Google,tablet,87,36,783.9707999999999,666.5139,0.4138,9.0112,7.6611,1.3501,1.176
2026-04-20,Organic,desktop,139,60,1515.3632,142.7562,0.4317,10.9019,1.027,9.8749,10.615
2026-04-20,Organic,mobile,253,94,1706.7906,273.1339,0.3715,6.7462,1.0796,5.6666,6.249
2026-04-20,Organic,tablet,30,10,124.0961,32.0344,0.3333,4.1365,1.0678,3.0687,3.874
2026-04-20,Social,desktop,62,22,638.4328,306.6761,0.3548,10.2973,4.9464,5.3509,2.082
2026-04-20,Social,mobile,114,36,395.1361,364.3548,0.3158,3.4661,3.1961,0.27,1.084
2026-04-20,Social,tablet,20,8,80.6279,56.7873,0.4,4.0314,2.8394,1.192,1.42
2026-04-21,Bing,desktop,133,47,748.8888999999999,713.5029,0.3534,5.6307,5.3647,0.266,1.05
2026-04-21,Bing,mobile,207,80,1688.3344,1127.8447,0.3865,8.1562,5.4485,2.7077,1.497
2026-04-21,Bing,tablet,32,9,211.94019999999998,165.5199,0.2812,6.6231,5.1725,1.4506,1.28
2026-04-21,Google,desktop,320,139,4310.6357,2211.1864,0.4344,13.4707,6.91,6.5607,1.949
2026-04-21,Google,mobile,562,259,6194.5176,4127.3325,0.4609,11.0223,7.344,3.6783,1.501
2026-04-21,Google,tablet,101,46,1372.5073,705.6503,0.4554,13.5892,6.9866,6.6026,1.945
2026-04-21,Organic,desktop,139,57,2351.84,172.5073,0.4101,16.9197,1.2411,15.6786,13.633
2026-04-21,Organic,mobile,246,93,1765.2341,234.8541,0.378,7.1757,0.9547,6.221,7.516
2026-04-21,Organic,tablet,36,14,174.0689,40.8838,0.3889,4.8352,1.1357,3.6995,4.258
2026-04-21,Social,desktop,83,28,598.8316,297.8376,0.3373,7.2148,3.5884,3.6264,2.011
2026-04-21,Social,mobile,121,36,738.0749,517.2053999999999,0.2975,6.0998,4.2744,1.8254,1.427
2026-04-21,Social,tablet,13,5,100.9843,89.0166,0.3846,7.768,6.8474,0.9206,1.134
2026-04-22,Bing,desktop,112,40,705.3837,553.2367,0.3571,6.2981,4.9396,1.3585,1.275
2026-04-22,Bing,mobile,194,59,1302.2149,929.8655,0.3041,6.7124,4.7931,1.9193,1.4
2026-04-22,Bing,tablet,26,6,159.9898,130.7956,0.2308,6.1535,5.0306,1.1229,1.223
2026-04-22,Google,desktop,339,149,3334.8946,2184.4096,0.4395,9.8374,6.4437,3.3937,1.527
2026-04-22,Google,mobile,531,230,5843.9648,3471.299,0.4331,11.0056,6.5373,4.4683,1.684
2026-04-22,Google,tablet,85,41,672.2982,534.1427,0.4824,7.9094,6.284,1.6254,1.259
2026-04-22,Organic,desktop,129,57,1726.0025,154.4329,0.4419,13.3799,1.1972,12.1827,11.176
2026-04-22,Organic,mobile,231,101,1762.2793,240.3276,0.4372,7.6289,1.0404,6.5885,7.333
2026-04-22,Organic,tablet,38,15,190.1575,39.4948,0.3947,5.0041,1.0393,3.9648,4.815
2026-04-22,Social,desktop,62,20,241.71710000000002,207.4906,0.3226,3.8987,3.3466,0.5521,1.165
2026-04-22,Social,mobile,111,38,627.097,418.43,0.3423,5.6495,3.7696,1.8799,1.499
2026-04-22,Social,tablet,17,3,85.56099999999999,64.1079,0.1765,5.033,3.7711,1.2619,1.335
2026-04-23,Bing,desktop,91,37,1315.2657,379.9236,0.4066,14.4535,4.175,10.2785,3.462
2026-04-23,Bing,mobile,198,62,852.0314999999999,910.1078,0.3131,4.3032,4.5965,-0.2933,0.936
2026-04-23,Bing,tablet,22,12,276.0949,124.0886,0.5455,12.5498,5.6404,6.9094,2.225
2026-04-23,Google,desktop,333,165,3289.9014,2074.8729,0.4955,9.8796,6.2308,3.6488,1.586
2026-04-23,Google,mobile,551,226,5415.2294,3714.0722,0.4102,9.828,6.7406,3.0874,1.458
2026-04-23,Google,tablet,78,32,1040.1428,489.2671,0.4103,13.3352,6.2727,7.0625,2.126
2026-04-23,Organic,desktop,155,63,1057.8016,144.3671,0.4065,6.8245,0.9314,5.8931,7.327
2026-04-23,Organic,mobile,249,100,1615.7497,255.4269,0.4016,6.489,1.0258,5.4632,6.326
2026-04-23,Organic,tablet,26,10,173.25549999999998,42.2236,0.3846,6.6637,1.624,5.0397,4.103
2026-04-23,Social,desktop,71,18,366.5622,237.75979999999998,0.2535,5.1628,3.3487,1.8141,1.542
2026-04-23,Social,mobile,118,30,511.2854,448.1463,0.2542,4.3329,3.7978,0.5351,1.141
2026-04-23,Social,tablet,10,4,22.5918,63.5372,0.4,2.2592,6.3537,-4.0945,0.356
2026-04-24,Bing,desktop,108,30,651.7658,505.4574,0.2778,6.0349,4.6802,1.3547,1.289
2026-04-24,Bing,mobile,211,63,1386.1619,988.5069,0.2986,6.5695,4.6849,1.8846,1.402
2026-04-24,Bing,tablet,34,10,170.4488,138.6484,0.2941,5.0132,4.0779,0.9353,1.229
2026-04-24,Google,desktop,333,159,2988.5865,2053.2027,0.4775,8.9747,6.1658,2.8089,1.456
2026-04-24,Google,mobile,578,272,5778.4845,3590.205,0.4706,9.9974,6.2114,3.786,1.61
2026-04-24,Google,tablet,73,23,606.7171999999999,388.7565,0.3151,8.3112,5.3254,2.9858,1.561
2026-04-24,Organic,desktop,152,63,1185.4895,189.0677,0.4145,7.7993,1.2439,6.5554,6.27
2026-04-24,Organic,mobile,256,114,2836.3463,292.0145,0.4453,11.0795,1.1407,9.9388,9.713
2026-04-24,Organic,tablet,40,16,248.364,44.730399999999996,0.4,6.2091,1.1183,5.0908,5.552
2026-04-24,Social,desktop,63,19,328.4187,269.1099,0.3016,5.213,4.2716,0.9414,1.22
2026-04-24,Social,mobile,125,36,700.6226,574.0699,0.288,5.605,4.5926,1.0124,1.22
2026-04-24,Social,tablet,16,1,68.6114,49.9743,0.0625,4.2882,3.1234,1.1648,1.373
2026-04-25,Bing,desktop,121,49,571.2881,325.6257,0.405,4.7214,2.6911,2.0303,1.754
2026-04-25,Bing,mobile,223,63,664.5426,517.4527,0.2825,2.98,2.3204,0.6596,1.284
2026-04-25,Bing,tablet,19,6,34.2043,43.4503,0.3158,1.8002,2.2869,-0.4867,0.787
2026-04-25,Google,desktop,355,155,1497.8134,1124.1964,0.4366,4.2192,3.1668,1.0524,1.332
2026-04-25,Google,mobile,596,265,2932.6686,1928.0195,0.4446,4.9206,3.2349,1.6857,1.521
2026-04-25,Google,tablet,84,48,991.3331000000001,284.2424,0.5714,11.8016,3.3838,8.4178,3.488
2026-04-25,Organic,desktop,147,62,629.3646,66.6084,0.4218,4.2814,0.4531,3.8283,9.449
2026-04-25,Organic,mobile,268,107,963.8103,144.4856,0.3993,3.5963,0.5391,3.0572,6.671
2026-04-25,Organic,tablet,32,17,59.4199,18.9258,0.5312,1.8569,0.5914,1.2655,3.14
2026-04-25,Social,desktop,62,16,165.0131,105.58539999999999,0.2581,2.6615,1.703,0.9585,1.563
2026-04-25,Social,mobile,122,37,359.2024,293.9414,0.3033,2.9443,2.4094,0.5349,1.222
2026-04-25,Social,tablet,10,2,13.8832,11.114,0.2,1.3883,1.1114,0.2769,1.249
2026-04-26,Bing,desktop,126,39,364.4554,311.9137,0.3095,2.8925,2.4755,0.417,1.168
2026-04-26,Bing,mobile,202,71,534.5642,420.8366,0.3515,2.6464,2.0833,0.5631,1.27
2026-04-26,Bing,tablet,32,12,311.9457,120.72879999999999,0.375,9.7483,3.7728,5.9755,2.584
2026-04-26,Google,desktop,346,147,1816.1297,1129.5156,0.4249,5.2489,3.2645,1.9844,1.608
2026-04-26,Google,mobile,584,261,2328.8219,1777.4855,0.4469,3.9877,3.0436,0.9441,1.31
2026-04-26,Google,tablet,78,37,348.27320000000003,237.1589,0.4744,4.465,3.0405,1.4245,1.469
2026-04-26,Organic,desktop,151,61,350.4282,65.1893,0.404,2.3207,0.4317,1.889,5.376
2026-04-26,Organic,mobile,250,108,895.4431,128.7804,0.432,3.5818,0.5151,3.0667,6.953
2026-04-26,Organic,tablet,27,10,37.5707,16.0265,0.3704,1.3915,0.5936,0.7979,2.344
2026-04-26,Social,desktop,64,19,153.7613,118.874,0.2969,2.4025,1.8574,0.5451,1.293
2026-04-26,Social,mobile,119,41,364.8682,197.479,0.3445,3.0661,1.6595,1.4066,1.848
2026-04-26,Social,tablet,18,4,61.312,26.7455,0.2222,3.4062,1.4859,1.9203,2.292
2026-04-27,Bing,desktop,130,40,935.1815,573.3177,0.3077,7.1937,4.4101,2.7836,1.631
2026-04-27,Bing,mobile,203,73,1836.26,1027.5495,0.3596,9.0456,5.0618,3.9838,1.787
2026-04-27,Bing,tablet,31,9,235.97119999999998,161.7328,0.2903,7.612,5.2172,2.3948,1.459
2026-04-27,Google,desktop,300,124,3404.4748,1941.546,0.4133,11.3482,6.4718,4.8764,1.753
2026-04-27,Google,mobile,617,289,6162.5784,4135.2229,0.4684,9.988,6.7021,3.2859,1.49
2026-04-27,Google,tablet,72,29,390.9581,445.0898,0.4028,5.43,6.1818,-0.7518,0.878
2026-04-27,Organic,desktop,166,78,1532.5932,166.3334,0.4699,9.2325,1.002,8.2305,9.214
2026-04-27,Organic,mobile,257,106,2446.1003,280.9489,0.4125,9.5179,1.0932,8.4247,8.707
2026-04-27,Organic,tablet,31,9,581.7219,25.4884,0.2903,18.7652,0.8222,17.943,22.823
2026-04-27,Social,desktop,53,16,613.1012000000001,250.8639,0.3019,11.5679,4.7333,6.8346,2.444
2026-04-27,Social,mobile,97,28,890.8297,363.9045,0.2887,9.1838,3.7516,5.4322,2.448
2026-04-27,Social,tablet,16,4,116.19479999999999,66.77499999999999,0.25,7.2622,4.1734,3.0888,1.74
2026-04-28,Bing,desktop,115,40,1746.2442,567.2663,0.3478,15.1847,4.9328,10.2519,3.078
2026-04-28,Bing,mobile,207,71,948.9037,940.0964,0.343,4.5841,4.5415,0.0426,1.009
2026-04-28,Bing,tablet,36,13,281.8721,168.4428,0.3611,7.8298,4.679,3.1508,1.673
2026-04-28,Google,desktop,329,145,3773.0351,2183.2579,0.4407,11.4682,6.636,4.8322,1.728
2026-04-28,Google,mobile,572,236,4701.8097,3858.9013,0.4126,8.2199,6.7463,1.4736,1.218
2026-04-28,Google,tablet,80,31,672.5783,523.3699,0.3875,8.4072,6.5421,1.8651,1.285
2026-04-28,Organic,desktop,160,60,1943.3172,176.7598,0.375,12.1457,1.1047,11.041,10.994
2026-04-28,Organic,mobile,259,105,2120.4186,286.7647,0.4054,8.1869,1.1072,7.0797,7.394
2026-04-28,Organic,tablet,40,15,351.7561,45.1114,0.375,8.7939,1.1278,7.6661,7.797
2026-04-28,Social,desktop,71,28,578.1225,254.0008,0.3944,8.1426,3.5775,4.5651,2.276
2026-04-28,Social,mobile,135,31,1142.281,481.0379,0.2296,8.4613,3.5632,4.8981,2.375
2026-04-28,Social,tablet,16,6,57.3214,40.661,0.375,3.5826,2.5413,1.0413,1.41
2026-04-29,Bing,desktop,119,40,870.7139999999999,583.1718,0.3361,7.3169,4.9006,2.4163,1.493
2026-04-29,Bing,mobile,241,77,7935.4076000000005,1133.9979,0.3195,32.927,4.7054,28.2216,6.998
2026-04-29,Bing,tablet,18,7,207.06119999999999,82.13199999999999,0.3889,11.5034,4.5629,6.9405,2.521
2026-04-29,Google,desktop,350,155,4134.1558,2475.8804,0.4429,11.8119,7.0739,4.738,1.67
2026-04-29,Google,mobile,592,240,5249.4955,4200.1304,0.4054,8.8674,7.0948,1.7726,1.25
2026-04-29,Google,tablet,87,36,483.68330000000003,609.6962,0.4138,5.5596,7.008,-1.4484,0.793
2026-04-29,Organic,desktop,135,52,1269.1555,148.6172,0.3852,9.4012,1.1009,8.3003,8.54
2026-04-29,Organic,mobile,269,110,2102.9143,328.7463,0.4089,7.8175,1.2221,6.5954,6.397
2026-04-29,Organic,tablet,29,14,356.7296,34.8874,0.4828,12.301,1.203,11.098,10.225
2026-04-29,Social,desktop,80,24,1227.8267999999998,260.1761,0.3,15.3478,3.2522,12.0956,4.719
2026-04-29,Social,mobile,117,36,559.6608,375.2116,0.3077,4.7834,3.2069,1.5765,1.492
2026-04-29,Social,tablet,11,4,27.393900000000002,24.9989,0.3636,2.4904,2.2726,0.2178,1.096
2026-04-30,Bing,desktop,120,39,898.992,526.5481,0.325,7.4916,4.3879,3.1037,1.707
2026-04-30,Bing,mobile,192,72,1656.6836,883.8385,0.375,8.6286,4.6033,4.0253,1.874
2026-04-30,Bing,tablet,15,4,82.53370000000001,94.6559,0.2667,5.5022,6.3104,-0.8082,0.872
2026-04-30,Google,desktop,355,163,3371.4148,2388.6564,0.4592,9.4969,6.7286,2.7683,1.411
2026-04-30,Google,mobile,601,273,5096.5022,3898.743,0.4542,8.48,6.4871,1.9929,1.307
2026-04-30,Google,tablet,88,38,911.7203,520.8274,0.4318,10.3605,5.9185,4.442,1.751
2026-04-30,Organic,desktop,151,57,1460.2997,184.8999,0.3775,9.6709,1.2245,8.4464,7.898
2026-04-30,Organic,mobile,265,111,2047.5582,281.9961,0.4189,7.7266,1.0641,6.6625,7.261
2026-04-30,Organic,tablet,48,25,257.7741,40.5867,0.5208,5.3703,0.8456,4.5247,6.351
2026-04-30,Social,desktop,74,24,434.881,262.8535,0.3243,5.8768,3.5521,2.3247,1.654
2026-04-30,Social,mobile,97,29,414.888,281.2585,0.299,4.2772,2.8996,1.3776,1.475
2026-04-30,Social,tablet,13,3,65.8325,43.0205,0.2308,5.064,3.3093,1.7547,1.53
2026-05-01,Bing,desktop,127,33,296.13530000000003,473.7653,0.2598,2.3318,3.7304,-1.3986,0.625
2026-05-01,Bing,mobile,207,72,1447.2183,1037.6765,0.3478,6.9914,5.0129,1.9785,1.395
2026-05-01,Bing,tablet,30,12,292.6954,171.5023,0.4,9.7565,5.7167,4.0398,1.707
2026-05-01,Google,desktop,324,146,4387.8331,2169.9735,0.4506,13.5427,6.6974,6.8453,2.022
2026-05-01,Google,mobile,610,254,5025.1882000000005,3908.3847,0.4164,8.238,6.4072,1.8308,1.286
2026-05-01,Google,tablet,76,34,639.0957999999999,477.1566,0.4474,8.4092,6.2784,2.1308,1.339
2026-05-01,Organic,desktop,150,59,1462.8847,176.3286,0.3933,9.7526,1.1755,8.5771,8.296
2026-05-01,Organic,mobile,270,107,2641.2836,312.3003,0.3963,9.7825,1.1567,8.6258,8.458
2026-05-01,Organic,tablet,35,19,227.6754,36.8146,0.5429,6.505,1.0518,5.4532,6.184
2026-05-01,Social,desktop,68,17,414.4915,251.8981,0.25,6.0955,3.7044,2.3911,1.645
2026-05-01,Social,mobile,126,35,962.4039,503.593,0.2778,7.6381,3.9968,3.6413,1.911
2026-05-01,Social,tablet,12,4,182.0594,72.8602,0.3333,15.1716,6.0717,9.0999,2.499
2026-05-02,Bing,desktop,113,34,518.0364999999999,304.6313,0.3009,4.5844,2.6959,1.8885,1.701
2026-05-02,Bing,mobile,208,73,1043.6829,547.26,0.351,5.0177,2.6311,2.3866,1.907
2026-05-02,Bing,tablet,26,6,66.5192,80.0947,0.2308,2.5584,3.0806,-0.5222,0.831
2026-05-02,Google,desktop,317,145,1196.7122,939.8443,0.4574,3.7751,2.9648,0.8103,1.273
2026-05-02,Google,mobile,566,252,2824.8949,1829.4714,0.4452,4.991,3.2323,1.7587,1.544
2026-05-02,Google,tablet,79,34,204.87890000000002,199.5471,0.4304,2.5934,2.5259,0.0675,1.027
2026-05-02,Organic,desktop,148,61,760.6316,74.8882,0.4122,5.1394,0.506,4.6334,10.157
2026-05-02,Organic,mobile,284,110,1125.3324,153.3383,0.3873,3.9624,0.5399,3.4225,7.339
2026-05-02,Organic,tablet,32,15,86.7116,12.874500000000001,0.4688,2.7097,0.4023,2.3074,6.735
2026-05-02,Social,desktop,74,21,101.3905,128.4641,0.2838,1.3701,1.736,-0.3659,0.789
2026-05-02,Social,mobile,107,34,202.4546,188.7505,0.3178,1.8921,1.764,0.1281,1.073
2026-05-02,Social,tablet,22,7,38.4396,34.106,0.3182,1.7473,1.5503,0.197,1.127
2026-05-03,Bing,desktop,116,49,320.6912,210.4946,0.4224,2.7646,1.8146,0.95,1.524
2026-05-03,Bing,mobile,212,79,847.1096,492.0965,0.3726,3.9958,2.3212,1.6746,1.721
2026-05-03,Bing,tablet,20,7,63.223600000000005,41.2487,0.35,3.1612,2.0624,1.0988,1.533
2026-05-03,Google,desktop,330,146,1286.3515,928.4269,0.4424,3.898,2.8134,1.0846,1.386
2026-05-03,Google,mobile,589,256,2159.2562,1805.814,0.4346,3.666,3.0659,0.6001,1.196
2026-05-03,Google,tablet,87,37,285.2915,228.1169,0.4253,3.2792,2.622,0.6572,1.251
2026-05-03,Organic,desktop,151,65,683.7723,73.4511,0.4305,4.5283,0.4864,4.0419,9.309
2026-05-03,Organic,mobile,242,116,995.9273000000001,117.8321,0.4793,4.1154,0.4869,3.6285,8.452
2026-05-03,Organic,tablet,35,14,157.4409,14.875,0.4,4.4983,0.425,4.0733,10.584
2026-05-03,Social,desktop,50,14,210.8814,81.4882,0.28,4.2176,1.6298,2.5878,2.588
2026-05-03,Social,mobile,108,29,245.2654,203.0442,0.2685,2.271,1.88,0.391,1.208
2026-05-03,Social,tablet,26,7,71.7638,48.7515,0.2692,2.7601,1.8751,0.885,1.472
2026-05-04,Bing,desktop,128,48,2197.8523,664.6707,0.375,17.1707,5.1927,11.978,3.307
2026-05-04,Bing,mobile,179,58,1129.7653,854.8087,0.324,6.3115,4.7755,1.536,1.322
2026-05-04,Bing,tablet,30,13,462.3041,118.2997,0.4333,15.4101,3.9433,11.4668,3.908
2026-05-04,Google,desktop,361,161,3614.076,2337.5039,0.446,10.0113,6.4751,3.5362,1.546
2026-05-04,Google,mobile,603,258,5778.3975,4013.8007,0.4279,9.5827,6.6564,2.9263,1.44
2026-05-04,Google,tablet,77,34,975.9153,639.4675,0.4416,12.6742,8.3048,4.3694,1.526
2026-05-04,Organic,desktop,155,74,1599.8939,179.3916,0.4774,10.3219,1.1574,9.1645,8.918
2026-05-04,Organic,mobile,251,111,2096.9029,270.2452,0.4422,8.3542,1.0767,7.2775,7.759
2026-05-04,Organic,tablet,37,22,506.7075,34.5584,0.5946,13.6948,0.934,12.7608,14.662
2026-05-04,Social,desktop,71,17,389.8888,300.9066,0.2394,5.4914,4.2381,1.2533,1.296
2026-05-04,Social,mobile,116,33,523.8351,416.5986,0.2845,4.5158,3.5914,0.9244,1.257
2026-05-04,Social,tablet,18,5,59.3099,82.6549,0.2778,3.295,4.5919,-1.2969,0.718
2026-05-05,Bing,desktop,143,58,1466.5109,682.23,0.4056,10.2553,4.7708,5.4845,2.15
2026-05-05,Bing,mobile,226,74,1430.4526,1075.9574,0.3274,6.3294,4.7609,1.5685,1.329
2026-05-05,Bing,tablet,31,13,114.6331,142.5392,0.4194,3.6978,4.598,-0.9002,0.804
2026-05-05,Google,desktop,342,149,3222.4215,2101.3435,0.4357,9.4223,6.1443,3.278,1.534
2026-05-05,Google,mobile,543,236,4861.8475,3655.6935,0.4346,8.9537,6.7324,2.2213,1.33
2026-05-05,Google,tablet,82,29,535.4014,427.6839,0.3537,6.5293,5.2157,1.3136,1.252
